ID	nc	gene	tot	support_cov	support_VAF	perc_cov	perc_VAF	cv
1209753	[1, 5] mismatches	CLCNKB	7	5	0	0.714285714285714	0	Benign
1209767	[1, 5] mismatches	CHRNA3	12	1	9	0.0833333333333333	0.75	Benign
1209768	[1, 5] mismatches	CHRNA3	12	1	9	0.0833333333333333	0.75	Benign
1209769	[1, 5] mismatches	CHRNA3	12	0	9	0	0.75	Benign
1209773	[1, 5] mismatches	CLCNKA	12	12	11	1	0.916666666666667	Benign
1209774	Allele swapping	CLCNKA	4	4	1	1	0.25	Benign
1209820	[1, 5] mismatches	CEP104	10	1	7	0.1	0.7	Benign
1209824	Allele swapping	CHD4	11	11	7	1	0.636363636363636	Benign
1209826	[1, 5] mismatches	CLCNKB	11	9	5	0.818181818181818	0.454545454545455	Benign
1209828	> 5 mismatches | Indels	CLCNKB	11	7	0	0.636363636363636	0	Benign
1209884	[1, 5] mismatches	PRKAR1B	9	1	8	0.111111111111111	0.888888888888889	Benign
1209902	Allele swapping	DNAJC13	7	0	4	0	0.571428571428571	Benign
1209921	Allele swapping	SORL1	11	8	6	0.727272727272727	0.545454545454545	Benign
1209973	[1, 5] mismatches	SORL1	5	5	3	1	0.6	Benign
121	[1, 5] mismatches	CBS	4	4	2	1	0.5	Pathogenic
1210000	[1, 5] mismatches	ERBB4	11	0	10	0	0.909090909090909	Benign
1210032	[1, 5] mismatches	EIF4G1	9	1	6	0.111111111111111	0.666666666666667	Benign
1210146	Indels	TEX11	6	1	4	0.166666666666667	0.666666666666667	Pathogenic
1210245	[1, 5] mismatches	MED12	5	3	1	0.6	0.2	Pathogenic
1210638	Indels	CTSD	5	0	3	0	0.6	Other
1210654	Indels	SDHC	12	4	10	0.333333333333333	0.833333333333333	Other
1211295	[1, 5] mismatches	GBA	5	0	4	0	0.8	Likely pathogenic
1211393	Indels	HUWE1	7	1	7	0.142857142857143	1	Other
1211597	Indels	NDUFS2	12	4	9	0.333333333333333	0.75	Other
1211771	Other	TUBGCP6	12	6	7	0.5	0.583333333333333	Other
1211970	[1, 5] mismatches	TUBB2A	12	11	0	0.916666666666667	0	Uncertain significance
1212124	Indels	NDUFS2	12	4	9	0.333333333333333	0.75	Other
1212131	[1, 5] mismatches	PKD1	4	0	4	0	1	Likely pathogenic
1212496	Other	SYNE1	9	2	5	0.222222222222222	0.555555555555556	Other
1212579	Other	LHB	5	4	0	0.8	0	Other
1212671	[1, 5] mismatches	KCNQ3	4	1	3	0.25	0.75	Other
1212857	Other	CYP19A1	5	3	0	0.6	0	Pathogenic
1212997	Indels	PLCB1	7	3	6	0.428571428571429	0.857142857142857	Other
1213354	Indels	EP300	9	1	5	0.111111111111111	0.555555555555556	Other
1213472	[1, 5] mismatches	COL4A2	13	9	5	0.692307692307692	0.384615384615385	Other
1213623	> 5 mismatches | Indels	DSPP	13	13	6	1	0.461538461538462	Other
1214062	Indels	SEC23A	5	4	5	0.8	1	Other
1214116	Indels	MED12	4	3	0	0.75	0	Other
1214141	Other	LRSAM1	6	2	5	0.333333333333333	0.833333333333333	Other
1214352	[1, 5] mismatches	CSF2RA	4	0	3	0	0.75	Other
1215038	Other	ANO3	9	3	9	0.333333333333333	1	Other
12151	[1, 5] mismatches	CYP21A2	6	6	2	1	0.333333333333333	Pathogenic
1215178	Indels	ANK2	4	4	0	1	0	Benign
12152	[1, 5] mismatches	CYP21A2	8	0	8	0	1	Pathogenic
1215203	Indels	KDM6A	21	1	19	0.0476190476190476	0.904761904761905	Other
12153	> 5 mismatches | Indels	CYP21A2	4	0	4	0	1	Pathogenic
1215388	Indels	RASA1	7	5	0	0.714285714285714	0	Other
12154	[1, 5] mismatches	CYP21A2	9	7	4	0.777777777777778	0.444444444444444	Benign
12156	[1, 5] mismatches	CYP21A2	4	3	0	0.75	0	Pathogenic
12157	[1, 5] mismatches	CYP21A2	4	0	4	0	1	Pathogenic
1215825	Indels	DRC1	6	5	3	0.833333333333333	0.5	Other
1216133	> 5 mismatches | Indels	BRCA1	7	2	5	0.285714285714286	0.714285714285714	Other
1216146	Indels	DNAH11	9	3	7	0.333333333333333	0.777777777777778	Other
1216166	Indels	KIF11	9	6	5	0.666666666666667	0.555555555555556	Other
1216320	Indels	COX15	6	6	0	1	0	Other
1216375	[1, 5] mismatches	MED12	5	2	3	0.4	0.6	Other
1217343	[1, 5] mismatches	COL18A1	10	2	7	0.2	0.7	Benign
1217379	Allele swapping	CNOT1	13	1	8	0.0769230769230769	0.615384615384615	Benign
1217397	> 5 mismatches | Indels	DSPP	13	13	0	1	0	Other
1217421	> 5 mismatches | Indels	TERT	6	4	5	0.666666666666667	0.833333333333333	Other
12176	> 5 mismatches | Indels	CYP21A2	4	0	4	0	1	Pathogenic
1217705	Other	PKD1	5	0	3	0	0.6	Other
1217845	Indels	NEK1	4	3	0	0.75	0	Other
1217857	Indels	LZTR1	9	2	7	0.222222222222222	0.777777777777778	Other
1217914	Indels	MYH3	5	1	3	0.2	0.6	Other
1217997	> 5 mismatches | Indels	MYH3	11	11	0	1	0	Other
1218148	Indels	KCNMA1	4	3	0	0.75	0	Other
1218375	Indels	MED13L	6	4	5	0.666666666666667	0.833333333333333	Other
1218425	Indels	CHD8	6	4	0	0.666666666666667	0	Other
1219206	Indels	WT1	7	0	4	0	0.571428571428571	Other
1219328	Indels	MED13L	6	4	5	0.666666666666667	0.833333333333333	Other
1219402	[1, 5] mismatches	PLA2G6	5	0	4	0	0.8	Other
1219609	Indels	NEFH	13	8	9	0.615384615384615	0.692307692307692	Other
1220125	Indels	ACVR1	10	6	4	0.6	0.4	Other
1220177	> 5 mismatches | Indels	DUOX2	9	6	9	0.666666666666667	1	Other
1220225	Other	ACVRL1	6	0	4	0	0.666666666666667	Benign
1220443	Indels	GGCX	9	2	9	0.222222222222222	1	Other
1220569	[1, 5] mismatches	NRXN1	9	0	7	0	0.777777777777778	Benign
1220583	Indels	DSTYK	8	3	5	0.375	0.625	Benign
1220613	Allele swapping	CCDC39	11	2	6	0.181818181818182	0.545454545454545	Benign
1220620	Allele swapping	PMPCA	8	1	6	0.125	0.75	Benign
1220679	[1, 5] mismatches	FAT2	11	0	6	0	0.545454545454545	Benign
1220688	Allele swapping	SERPINB8	12	1	8	0.0833333333333333	0.666666666666667	Benign
1220711	Indels	NF1	7	4	3	0.571428571428571	0.428571428571429	Benign
1220715	Allele swapping	PREPL	8	0	5	0	0.625	Benign
1220761	Indels	CYLD	5	1	3	0.2	0.6	Benign
1220821	> 5 mismatches | Indels	CRLF1	8	1	6	0.125	0.75	Benign
1220828	Allele swapping	POLR1B	9	0	5	0	0.555555555555556	Benign
1220843	Allele swapping	VPS41	8	0	7	0	0.875	Benign
1220852	[1, 5] mismatches	CTU2	4	1	3	0.25	0.75	Benign
1220865	Allele swapping	EML1	6	1	4	0.166666666666667	0.666666666666667	Benign
1220918	Allele swapping	RXFP2	4	1	3	0.25	0.75	Benign
1220932	Allele swapping	SMARCAD1	6	0	5	0	0.833333333333333	Benign
1220954	Indels	LAMA5	4	3	2	0.75	0.5	Benign
1220957	[1, 5] mismatches	PAPSS2	5	1	3	0.2	0.6	Benign
1220960	Allele swapping	PRODH	4	4	0	1	0	Benign
1220978	[1, 5] mismatches	KRT81	11	6	5	0.545454545454545	0.454545454545455	Benign
1221017	Allele swapping	JAK3	5	0	4	0	0.8	Benign
1221020	Allele swapping	RHAG	6	0	4	0	0.666666666666667	Benign
1221048	Allele swapping	ARL6IP1	8	5	6	0.625	0.75	Benign
1221069	Other	RARS2	7	0	6	0	0.857142857142857	Benign
1221070	[1, 5] mismatches	PKD1L3	5	0	4	0	0.8	Benign
1221072	[1, 5] mismatches	CCDC50	6	0	5	0	0.833333333333333	Benign
1221119	Allele swapping	PIP5K1C	11	3	6	0.272727272727273	0.545454545454545	Benign
1221178	[1, 5] mismatches	MYO18B	11	1	7	0.0909090909090909	0.636363636363636	Benign
1221216	Allele swapping	MRPS34	8	1	8	0.125	1	Benign
1221230	Allele swapping	SETD2	8	0	7	0	0.875	Benign
1221236	[1, 5] mismatches	MAG	5	1	3	0.2	0.6	Benign
1221246	[1, 5] mismatches	P3H2	9	9	9	1	1	Benign
1221255	[1, 5] mismatches	ADAMTS17	11	0	6	0	0.545454545454545	Benign
1221291	Indels	SLC25A1	4	1	3	0.25	0.75	Benign
1221327	Indels	ZFYVE26	4	3	3	0.75	0.75	Benign
1221334	Indels	KMT2A	6	2	5	0.333333333333333	0.833333333333333	Benign
1221363	Other	DSPP	12	9	2	0.75	0.166666666666667	Benign
1221366	Indels	PDE4D	4	3	1	0.75	0.25	Benign
1221367	[1, 5] mismatches	KCNQ5	6	1	4	0.166666666666667	0.666666666666667	Benign
1221372	Allele swapping	ADAMTSL3	4	0	3	0	0.75	Benign
1221376	Allele swapping	C1QC	12	0	9	0	0.75	Benign
1221407	Allele swapping	WDR4	6	1	4	0.166666666666667	0.666666666666667	Benign
1221420	[1, 5] mismatches	SNX10	9	4	5	0.444444444444444	0.555555555555556	Benign
1221429	Allele swapping	COL11A1	6	0	4	0	0.666666666666667	Benign
1221449	Allele swapping	DPP6	9	0	6	0	0.666666666666667	Benign
1221496	Allele swapping	KIAA0753	11	0	6	0	0.545454545454545	Benign
1221512	Indels	SGCA	5	3	1	0.6	0.2	Benign
1221579	Other	CHRNG	7	1	7	0.142857142857143	1	Benign
1221581	Other	FN1	13	7	13	0.538461538461538	1	Benign
1221588	Allele swapping	DCAF17	10	0	6	0	0.6	Benign
1221600	Allele swapping	CNTNAP4	5	0	4	0	0.8	Benign
1221602	Allele swapping	EXPH5	11	2	6	0.181818181818182	0.545454545454545	Benign
1221642	Allele swapping	INCENP	7	3	6	0.428571428571429	0.857142857142857	Benign
1221647	Indels	FLT3	7	4	4	0.571428571428571	0.571428571428571	Benign
1221674	[1, 5] mismatches	ZDHHC9	13	9	5	0.692307692307692	0.384615384615385	Benign
1221680	[1, 5] mismatches	CSF1R	8	5	2	0.625	0.25	Benign
1221687	[1, 5] mismatches	POLL	7	0	6	0	0.857142857142857	Benign
1221690	Allele swapping	ERBB3	4	0	3	0	0.75	Benign
1221697	[1, 5] mismatches	MTAP	10	0	9	0	0.9	Benign
1221718	Indels	CYBB	13	1	12	0.0769230769230769	0.923076923076923	Benign
1221730	Allele swapping	UTRN	4	0	3	0	0.75	Benign
1221738	Other	MED12	9	5	6	0.555555555555556	0.666666666666667	Benign
1221744	[1, 5] mismatches	TRPM1	6	1	5	0.166666666666667	0.833333333333333	Benign
1221747	[1, 5] mismatches	PIEZO2	5	0	3	0	0.6	Benign
1221776	Allele swapping	ITSN1	6	0	4	0	0.666666666666667	Benign
1221794	Allele swapping	SLC12A7	8	0	6	0	0.75	Benign
1221813	Allele swapping	KCNMA1	5	0	4	0	0.8	Benign
1221831	Indels	FAT2	7	0	4	0	0.571428571428571	Benign
1221864	[1, 5] mismatches	MAP3K8	9	0	5	0	0.555555555555556	Benign
1221929	Allele swapping	LARS1	8	3	8	0.375	1	Benign
1221987	Allele swapping	DSG1	4	0	3	0	0.75	Benign
1222006	Indels	DARS2	7	1	4	0.142857142857143	0.571428571428571	Benign
1222015	Allele swapping	KRT83	4	0	3	0	0.75	Benign
1222063	[1, 5] mismatches	MSH3	7	0	4	0	0.571428571428571	Benign
1222093	[1, 5] mismatches	OSGEP	5	0	3	0	0.6	Benign
1222118	Indels	ADCY5	11	7	7	0.636363636363636	0.636363636363636	Benign
1222119	[1, 5] mismatches	PRKCD	8	3	5	0.375	0.625	Benign
1222165	[1, 5] mismatches	WFS1	6	1	4	0.166666666666667	0.666666666666667	Benign
1222186	[1, 5] mismatches	PREPL	5	0	3	0	0.6	Benign
1222191	Allele swapping	DHODH	11	0	9	0	0.818181818181818	Benign
1222211	Indels	DNAH11	9	3	7	0.333333333333333	0.777777777777778	Benign
1222221	Allele swapping	PODXL	9	1	9	0.111111111111111	1	Benign
1222237	> 5 mismatches | Indels	TSPAN12	10	2	6	0.2	0.6	Benign
1222244	[1, 5] mismatches	PREPL	7	4	6	0.571428571428571	0.857142857142857	Benign
1222253	> 5 mismatches | Indels	KRT74	4	0	3	0	0.75	Benign
1222286	Allele swapping	EDARADD	10	2	6	0.2	0.6	Benign
1222289	Indels	FN1	10	1	8	0.1	0.8	Benign
1222330	Allele swapping	MYOM1	5	0	4	0	0.8	Benign
1222337	Allele swapping	CDON	5	1	5	0.2	1	Benign
1222341	Allele swapping	SUN2	7	0	4	0	0.571428571428571	Benign
1222354	Other	WIPF1	6	6	0	1	0	Benign
1222369	[1, 5] mismatches	ZFYVE26	10	0	6	0	0.6	Benign
1222385	Allele swapping	ITGA2	4	0	3	0	0.75	Benign
1222413	Allele swapping	GEMIN4	9	0	6	0	0.666666666666667	Benign
1222424	[1, 5] mismatches	TAPT1	6	0	4	0	0.666666666666667	Benign
1222429	[1, 5] mismatches	LRP1	9	1	8	0.111111111111111	0.888888888888889	Benign
1222473	[1, 5] mismatches	SVIL	12	5	10	0.416666666666667	0.833333333333333	Benign
1222476	Allele swapping	ICE2	7	0	4	0	0.571428571428571	Benign
1222540	Allele swapping	KDM4B	10	0	8	0	0.8	Benign
1222557	[1, 5] mismatches	ZFYVE27	7	0	6	0	0.857142857142857	Benign
1222558	[1, 5] mismatches	DLC1	4	3	2	0.75	0.5	Benign
1222629	Allele swapping	ATM	21	3	15	0.142857142857143	0.714285714285714	Benign
1222665	Indels	SPG21	9	6	0	0.666666666666667	0	Benign
1222679	Indels	KIF1B	6	1	6	0.166666666666667	1	Benign
1222707	[1, 5] mismatches	EP300	6	0	5	0	0.833333333333333	Benign
1222708	Allele swapping	HSD17B4	5	0	4	0	0.8	Benign
1222716	[1, 5] mismatches	DNAH8	4	0	4	0	1	Benign
1222742	Allele swapping	RB1	4	4	0	1	0	Benign
1222781	> 5 mismatches | Indels	PDLIM3	5	1	3	0.2	0.6	Benign
1222791	Allele swapping	LGI4	6	0	4	0	0.666666666666667	Benign
1222809	Indels	RDH12	7	6	0	0.857142857142857	0	Benign
1222843	[1, 5] mismatches	SLC19A1	6	0	5	0	0.833333333333333	Benign
1222846	Allele swapping	SBF1	5	1	4	0.2	0.8	Benign
1222852	[1, 5] mismatches	NOTCH4	6	1	5	0.166666666666667	0.833333333333333	Benign
1222873	Allele swapping	AASS	5	0	3	0	0.6	Benign
1222875	Allele swapping	WNT7A	11	0	9	0	0.818181818181818	Benign
1222923	Allele swapping	TNC	8	1	5	0.125	0.625	Benign
1222925	Allele swapping	NLGN4X	9	0	5	0	0.555555555555556	Benign
1222937	> 5 mismatches | Indels	RNF212	8	7	4	0.875	0.5	Benign
1223005	Indels	ASXL3	4	0	3	0	0.75	Benign
1223060	Allele swapping	JAGN1	9	1	7	0.111111111111111	0.777777777777778	Benign
1223064	> 5 mismatches | Indels	PDGFRB	8	1	7	0.125	0.875	Benign
1223078	[1, 5] mismatches	PXDN	8	8	6	1	0.75	Benign
1223186	Indels	GLI3	8	6	5	0.75	0.625	Other
1223256	Indels	HUWE1	6	4	0	0.666666666666667	0	Benign
1223263	Indels	VIPAS39	5	5	1	1	0.2	Benign
1223264	Allele swapping	IFT122	7	0	6	0	0.857142857142857	Benign
1223278	Allele swapping	FAT2	10	0	7	0	0.7	Benign
1223279	Allele swapping	GAS8	5	0	4	0	0.8	Benign
1223307	Allele swapping	TNXB	4	0	3	0	0.75	Benign
1223313	Allele swapping	NOTCH4	9	0	6	0	0.666666666666667	Benign
1223318	[1, 5] mismatches	GSX2	11	3	6	0.272727272727273	0.545454545454545	Benign
1223330	Allele swapping	EIF2B5	7	0	6	0	0.857142857142857	Benign
1223482	Indels	CHRNA1	10	6	0	0.6	0	Other
1223542	Allele swapping	MYO18B	6	2	5	0.333333333333333	0.833333333333333	Benign
1223555	Indels	NEFH	4	4	0	1	0	Other
1223587	[1, 5] mismatches	COL4A2	7	5	2	0.714285714285714	0.285714285714286	Benign
1223613	[1, 5] mismatches	ABCA4	7	1	5	0.142857142857143	0.714285714285714	Benign
1223652	[1, 5] mismatches	PIEZO1	12	9	9	0.75	0.75	Other
1223681	Indels	HNRNPU	5	0	5	0	1	Other
1223834	[1, 5] mismatches	TNNT2	6	1	5	0.166666666666667	0.833333333333333	Benign
1223855	[1, 5] mismatches	CEP104	4	1	3	0.25	0.75	Benign
1223884	[1, 5] mismatches	CPAMD8	6	2	4	0.333333333333333	0.666666666666667	Benign
1223900	[1, 5] mismatches	PAX9	8	7	6	0.875	0.75	Benign
1223908	> 5 mismatches | Indels	TPSAB1	6	6	1	1	0.166666666666667	Benign
1223911	[1, 5] mismatches	ST14	8	0	6	0	0.75	Benign
1223920	[1, 5] mismatches	KCNQ4	8	3	5	0.375	0.625	Benign
1223958	Allele swapping	POLR3A	5	0	5	0	1	Benign
1223970	Allele swapping	SMAD1	9	6	7	0.666666666666667	0.777777777777778	Benign
1224009	Indels	TLL1	4	1	4	0.25	1	Benign
1224025	[1, 5] mismatches	PTPRO	5	0	5	0	1	Benign
1224079	Allele swapping	TNRC18	9	0	9	0	1	Benign
1224118	Allele swapping	CDH3	4	0	3	0	0.75	Benign
1224163	[1, 5] mismatches	NRAP	5	3	2	0.6	0.4	Benign
1224169	Indels	SRP54	10	1	6	0.1	0.6	Benign
1224202	> 5 mismatches | Indels	PHKG2	6	6	0	1	0	Benign
1224206	[1, 5] mismatches	DOCK8	5	0	5	0	1	Benign
1224226	[1, 5] mismatches	STK11	6	0	5	0	0.833333333333333	Benign
1224240	> 5 mismatches | Indels	FLT4	7	3	6	0.428571428571429	0.857142857142857	Benign
1224242	Indels	TINF2	5	2	3	0.4	0.6	Benign
1224246	Allele swapping	FOXP4	7	0	5	0	0.714285714285714	Benign
1224285	Allele swapping	HERC2	6	2	6	0.333333333333333	1	Benign
1224548	Allele swapping	ITGA2B	5	1	3	0.2	0.6	Benign
1224599	[1, 5] mismatches	MYH3	12	2	7	0.166666666666667	0.583333333333333	Benign
1224609	Indels	TBK1	4	0	4	0	1	Benign
1224614	[1, 5] mismatches	ALOX12	10	0	7	0	0.7	Benign
1224625	Allele swapping	RRAGC	9	0	5	0	0.555555555555556	Benign
1224641	Allele swapping	PIEZO1	5	3	2	0.6	0.4	Benign
1224645	Indels	LAMC2	10	1	7	0.1	0.7	Benign
1224669	[1, 5] mismatches	HOXB6	7	5	3	0.714285714285714	0.428571428571429	Benign
1224734	[1, 5] mismatches	CCDC65	13	10	5	0.769230769230769	0.384615384615385	Benign
1224793	> 5 mismatches | Indels	TRIOBP	9	0	8	0	0.888888888888889	Benign
1224809	Allele swapping	APOA4	10	0	7	0	0.7	Benign
1224833	[1, 5] mismatches	BBS1	5	0	3	0	0.6	Benign
1224839	Allele swapping	IL17RD	4	1	3	0.25	0.75	Benign
1224860	[1, 5] mismatches	RASA4	11	9	8	0.818181818181818	0.727272727272727	Benign
1224863	[1, 5] mismatches	ASS1	6	0	6	0	1	Benign
1224887	[1, 5] mismatches	MTHFR	10	9	4	0.9	0.4	Benign
1224912	[1, 5] mismatches	LAMC1	7	0	4	0	0.571428571428571	Benign
1224922	Allele swapping	FAM20C	7	0	5	0	0.714285714285714	Benign
1224931	Other	TTC21B	4	1	3	0.25	0.75	Benign
1224945	> 5 mismatches | Indels	PDSS1	6	0	5	0	0.833333333333333	Benign
1224964	[1, 5] mismatches	NSUN2	9	1	5	0.111111111111111	0.555555555555556	Benign
1224976	> 5 mismatches | Indels	MYO3A	11	1	7	0.0909090909090909	0.636363636363636	Benign
1224984	Allele swapping	NSUN2	6	0	4	0	0.666666666666667	Benign
1224994	Allele swapping	OTOF	7	1	5	0.142857142857143	0.714285714285714	Benign
1224995	> 5 mismatches | Indels	LHB	7	6	2	0.857142857142857	0.285714285714286	Benign
1224996	[1, 5] mismatches	ITPR3	6	0	4	0	0.666666666666667	Benign
1225002	Allele swapping	SPEG	7	0	4	0	0.571428571428571	Benign
1225005	Indels	OPHN1	7	2	6	0.285714285714286	0.857142857142857	Benign
1225011	[1, 5] mismatches	DSG3	5	0	3	0	0.6	Benign
1225084	Allele swapping	PLEKHM2	6	0	4	0	0.666666666666667	Benign
1225108	Allele swapping	DOK7	7	1	5	0.142857142857143	0.714285714285714	Benign
1225115	Allele swapping	GLDN	6	0	6	0	1	Benign
1225157	[1, 5] mismatches	ALOX12B	5	1	5	0.2	1	Benign
1225180	Allele swapping	CAD	10	0	7	0	0.7	Benign
1225183	Allele swapping	DNAH7	4	1	4	0.25	1	Benign
1225184	[1, 5] mismatches	CHRNA7	11	11	0	1	0	Benign
1225227	Allele swapping	LTBP4	5	0	3	0	0.6	Benign
1225256	Allele swapping	CALCR	7	2	5	0.285714285714286	0.714285714285714	Benign
1225267	[1, 5] mismatches	C12orf57	7	2	4	0.285714285714286	0.571428571428571	Benign
1225280	Indels	VPS13B	10	3	6	0.3	0.6	Benign
1225317	[1, 5] mismatches	GORAB	11	3	11	0.272727272727273	1	Benign
1225337	Allele swapping	ADAMTS10	4	1	4	0.25	1	Benign
1225346	Allele swapping	EIF4G1	7	1	5	0.142857142857143	0.714285714285714	Benign
1225389	Allele swapping	TRNT1	4	0	3	0	0.75	Benign
1225402	Allele swapping	MTMR3	6	0	5	0	0.833333333333333	Benign
1225430	[1, 5] mismatches	PAPSS2	7	3	4	0.428571428571429	0.571428571428571	Benign
1225458	Allele swapping	CNTN1	6	0	6	0	1	Benign
1225485	[1, 5] mismatches	ARHGAP45	9	2	5	0.222222222222222	0.555555555555556	Benign
1225494	[1, 5] mismatches	APOL1	6	3	5	0.5	0.833333333333333	Benign
1225528	Allele swapping	MYMK	5	5	2	1	0.4	Benign
1225536	[1, 5] mismatches	FAT2	12	1	7	0.0833333333333333	0.583333333333333	Benign
1225565	Other	ANO3	9	3	9	0.333333333333333	1	Benign
1225583	Allele swapping	TMPRSS3	5	0	5	0	1	Benign
1225598	> 5 mismatches | Indels	TAPT1	6	1	4	0.166666666666667	0.666666666666667	Benign
1225609	Allele swapping	DST	6	0	6	0	1	Benign
1225621	[1, 5] mismatches	PRDM12	7	0	7	0	1	Benign
1225633	Indels	PHKA1	12	10	2	0.833333333333333	0.166666666666667	Benign
1225788	[1, 5] mismatches	FANCA	6	3	5	0.5	0.833333333333333	Benign
1225792	Allele swapping	SERPINB7	5	0	3	0	0.6	Benign
1225808	[1, 5] mismatches	ANTXR2	8	0	5	0	0.625	Benign
1225820	Indels	ZFYVE26	4	3	3	0.75	0.75	Benign
1225822	[1, 5] mismatches	AHNAK2	10	6	2	0.6	0.2	Benign
1225898	Indels	SFXN4	6	4	4	0.666666666666667	0.666666666666667	Benign
1225922	Allele swapping	HEY1	10	1	7	0.1	0.7	Benign
1225926	Allele swapping	EYA1	8	1	8	0.125	1	Benign
1225951	Allele swapping	ITSN1	12	1	8	0.0833333333333333	0.666666666666667	Benign
1225975	[1, 5] mismatches	MSH3	5	0	3	0	0.6	Benign
1226006	Allele swapping	LRP2	9	0	5	0	0.555555555555556	Benign
1226027	[1, 5] mismatches	LTBP4	6	1	4	0.166666666666667	0.666666666666667	Benign
1226032	Allele swapping	IL17RD	8	0	5	0	0.625	Benign
1226091	Allele swapping	PIK3R1	8	0	5	0	0.625	Benign
1226158	Indels	CYP19A1	8	1	7	0.125	0.875	Benign
1226175	Indels	BRAF	5	2	5	0.4	1	Benign
1226201	Allele swapping	SLC12A1	5	3	2	0.6	0.4	Benign
1226203	[1, 5] mismatches	FBP1	5	1	3	0.2	0.6	Benign
1226223	Allele swapping	MCM3AP	6	0	4	0	0.666666666666667	Benign
1226257	[1, 5] mismatches	FAT2	8	2	6	0.25	0.75	Benign
1226263	Allele swapping	ITGA2	7	0	4	0	0.571428571428571	Benign
1226322	Allele swapping	LRP1	8	0	5	0	0.625	Benign
1226334	[1, 5] mismatches	OBSCN	9	0	9	0	1	Benign
1226338	> 5 mismatches | Indels	NRAP	9	4	5	0.444444444444444	0.555555555555556	Benign
1226396	Allele swapping	GP1BB	7	0	6	0	0.857142857142857	Benign
1226418	Indels	DICER1	12	0	10	0	0.833333333333333	Benign
1226444	Allele swapping	CREB3L3	7	1	5	0.142857142857143	0.714285714285714	Benign
1226460	Allele swapping	PDCD1	13	2	9	0.153846153846154	0.692307692307692	Benign
1226466	> 5 mismatches | Indels	GRHL3	9	9	8	1	0.888888888888889	Benign
1226492	Allele swapping	HPSE2	7	0	5	0	0.714285714285714	Benign
1226498	Indels	HDAC4	8	7	1	0.875	0.125	Benign
1226510	Allele swapping	OBSL1	7	1	6	0.142857142857143	0.857142857142857	Benign
1226544	Allele swapping	SQSTM1	7	0	4	0	0.571428571428571	Benign
1226562	Indels	SMAD1	7	1	4	0.142857142857143	0.571428571428571	Benign
1226570	Allele swapping	NOTCH1	5	0	3	0	0.6	Benign
1226588	[1, 5] mismatches	HSPG2	6	0	4	0	0.666666666666667	Benign
1226611	Indels	COL11A1	9	3	6	0.333333333333333	0.666666666666667	Benign
1226647	> 5 mismatches | Indels	SPG7	12	0	10	0	0.833333333333333	Benign
1226681	Other	TRAPPC4	5	0	4	0	0.8	Benign
1226718	[1, 5] mismatches	TSFM	16	3	12	0.1875	0.75	Benign
1226734	Indels	DARS2	7	1	4	0.142857142857143	0.571428571428571	Benign
1226738	[1, 5] mismatches	VCL	7	0	5	0	0.714285714285714	Benign
1226783	Indels	OPHN1	7	6	0	0.857142857142857	0	Benign
1226804	Allele swapping	TG	7	0	4	0	0.571428571428571	Benign
1226814	[1, 5] mismatches	LORICRIN	9	2	5	0.222222222222222	0.555555555555556	Benign
1226816	Allele swapping	KCNB2	10	2	9	0.2	0.9	Benign
1226825	Allele swapping	LARS1	7	1	5	0.142857142857143	0.714285714285714	Benign
1226857	Indels	UNC45B	4	0	4	0	1	Benign
1226872	[1, 5] mismatches	NOBOX	10	0	10	0	1	Benign
1226888	Allele swapping	UMOD	7	0	5	0	0.714285714285714	Benign
1226930	[1, 5] mismatches	FOXP2	9	0	5	0	0.555555555555556	Benign
1226952	[1, 5] mismatches	CALR3	10	6	7	0.6	0.7	Benign
1226964	Allele swapping	SLC12A1	8	1	7	0.125	0.875	Benign
1226968	Allele swapping	ITGA2	7	0	4	0	0.571428571428571	Benign
1226999	Allele swapping	ACVRL1	5	0	3	0	0.6	Benign
1227005	Indels	PGAM5	4	1	4	0.25	1	Benign
1227031	Allele swapping	NLRP2	6	0	5	0	0.833333333333333	Benign
1227056	Allele swapping	MAP3K3	10	1	7	0.1	0.7	Benign
1227090	Allele swapping	DNAH11	7	0	4	0	0.571428571428571	Benign
1227097	Allele swapping	PIK3CD	8	0	5	0	0.625	Benign
1227113	[1, 5] mismatches	ERMARD	7	0	4	0	0.571428571428571	Benign
1227115	> 5 mismatches | Indels	CDSN	9	1	8	0.111111111111111	0.888888888888889	Benign
1227143	[1, 5] mismatches	FANCA	10	2	7	0.2	0.7	Benign
1227146	Indels	MYO15A	7	1	4	0.142857142857143	0.571428571428571	Benign
1227150	[1, 5] mismatches	TNFRSF11A	13	1	12	0.0769230769230769	0.923076923076923	Benign
1227153	Allele swapping	SPDL1	7	0	4	0	0.571428571428571	Benign
1227182	Indels	MAP2K1	5	3	0	0.6	0	Benign
1227189	Allele swapping	HERC1	4	0	3	0	0.75	Benign
1227205	Allele swapping	VPS35	7	0	4	0	0.571428571428571	Benign
1227228	Allele swapping	FBLN5	10	0	7	0	0.7	Benign
1227291	Allele swapping	HERC1	9	0	6	0	0.666666666666667	Benign
1227334	Allele swapping	WDR4	6	0	5	0	0.833333333333333	Benign
1227372	[1, 5] mismatches	ADAM17	4	0	3	0	0.75	Benign
1227432	Indels	FAN1	9	3	6	0.333333333333333	0.666666666666667	Benign
1227441	Indels	DNAAF6	7	0	7	0	1	Benign
1227458	Indels	RASA1	7	5	0	0.714285714285714	0	Benign
